"iso3","id","airpolDirectQuestion","question","Perceptions","Behavior","Policy","Health","Priority","Inclusion","surveyedCountries","source","surveyTheme","year","repeatedMeasure","countries","Economy","Region.x","Income.group","Lending.category","Region.y","pm25Avg"
"SVN",165,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Households",0,0,0,0,1,1,"Slovenia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",136,"Yes","In your opinion, which of the following would be the most effective ways of tackling air-related 
problems? ( MAX 3 ANSWERS)",0,0,1,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",128,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - emissions from international transport (e.g. ships and airplanes)",1,0,0,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",143,"Yes","In your opinion, how can air pollution challenges be best addressed?",0,0,1,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",109,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Farmers",0,0,0,0,1,1,"Slovenia","Eurobarometer 97.2","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",102,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Slovenia","Eurobarometer 97.2","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",113,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Employers (e.g. enabling more sustainable commuting such as biking, public transport, etc.",0,0,0,0,1,1,"Slovenia","Eurobarometer 97.2","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",134,"Yes","And then?",1,0,0,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",149,"Yes","The ‘National Emission Ceilings’ Directive of the European Parliament and the Conucil set 
ceilings for the total emissions from each country of the main air pollutants (e.g.: sulphur 
dioxide, nitrogen oxides, ammonia and volatile organic compounds). - Have you heard of National Emission Ceilings directive?",1,0,1,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",166,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Farmers",0,0,0,0,1,1,"Slovenia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",104,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Cardiovascular diseases (heart diseases)",1,0,0,1,0,1,"Slovenia","Eurobarometer 97.2","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",101,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Slovenia","Eurobarometer 97.2","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",140,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - car manufacturers",0,0,0,0,1,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",118,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",138,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - farmers",0,0,0,0,1,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",116,"Yes","The European Union has developed an extensive body of legislation which establishes health based standards and objectives for a 
number of pollutants in air, called 'EU air quality standards' - Have you heard of the EU air quality standards?",1,0,1,0,0,1,"Slovenia","Eurobarometer 97.2","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",148,"Yes","Do you believe that the existing EU air quality standards are adequate or not",0,0,1,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",172,"Yes","There are different ways to reduce harmful emissions into the air. In order to reduce such emissions, have you done any of the 
following in the last two years?",0,1,0,0,0,1,"Slovenia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",111,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Large industrial installation",0,0,0,0,1,1,"Slovenia","Eurobarometer 97.2","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",171,"Yes","In your opinion, at what level should the issue of air pollution be addressed?",0,0,1,0,0,1,"Slovenia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",110,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Fossil-fuel based energy producers",0,0,0,0,1,1,"Slovenia","Eurobarometer 97.2","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",145,"Yes","The EU is analysing the current EU air quality policy with a view to publish a new Strategy – a 
Thematic Strategy on Air Pollution – before the end of 2013. Are you aware of this?",0,0,1,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",146,"Yes","What do you think should be the main priorities of this new strategy?",0,0,1,0,1,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",158,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Slovenia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",108,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Households",0,0,0,0,1,1,"Slovenia","Eurobarometer 97.2","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",125,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Residential energy use (e.g. coal and wood for heating of individual households)",1,0,0,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",4,"Yes","Thinking about your neighbourhood, to what extent, if at all, was it affected by the following things over the last twelve months? a. Air Pollution",1,0,0,0,0,1,"Slovenia","ISSP","environment","2020","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",103,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Slovenia","Eurobarometer 97.2","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",137,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - households",0,0,0,0,1,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",106,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - acidification (Acidification (known as acid rain, affecting forests etc.) and eutrophication (increase of organic matter in an ecosystem, such as excessive growth of algae causing fish die-offs in rivers or lakes)",1,0,0,0,0,1,"Slovenia","Eurobarometer 97.2","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",126,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Agriculture – emissions from farms, fertilizers and burning of agricultural waste",1,0,0,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",135,"Yes","There are different ways to reduce harmful emissions to air. In order to reduce these problems 
have you done any of the following in the last two years",0,1,0,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",12,"Yes","Please think about the area where you live now – I mean the immediate neighbourhood of your home. Do you have major, moderate or no problems with the following? Air quality",1,0,0,0,0,1,"Slovenia","European Quality of Life Survey","life","2016","2003; 2007; 2011","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",163,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - acidification (Acidification (known as acid rain, affecting forests etc.) and eutrophication (increase of organic matter in an ecosystem, such as excessive growth of algae causing fish die-offs in rivers or lakes)",1,0,0,0,0,1,"Slovenia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",139,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - energy producers",0,0,0,0,1,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",115,"Yes","There are different ways to reduce harmful emissions into the air. In order to reduce such emissions, have you done any of the 
following in the last two years?",0,1,0,0,0,1,"Slovenia","Eurobarometer 97.2","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",142,"Yes","Do you agree with the ""Polluters Pays Principle""?",0,0,1,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",3,"Yes","In general, do you think that air pollution caused by industry is …",1,0,0,0,0,1,"Slovenia","ISSP","environment","2020","1993; 2000; 2010","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",131,"Yes","Which of the following car fuel systems do you consider the most environmentally friendly 
from an air quality perspective? Firstly?",1,0,0,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",133,"Yes","Which of the following energy systems for heating of households do you consider the most 
environmentally friendly from an air quality perspective? Firstly?",1,0,0,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",127,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Emissions from cars and trucks",1,0,0,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",161,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Cardiovascular diseases (heart diseases)",1,0,0,1,0,1,"Slovenia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",164,"Yes","In your opinion, which of the following are or would be the most effective ways of tackling problems of air quality",0,0,1,0,0,1,"Slovenia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",170,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Employers (e.g. enabling more sustainable commuting such as biking, public transport, etc.",0,0,0,0,1,1,"Slovenia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",173,"Yes","The European Union has developed an extensive body of legislation which establishes health based standards and objectives for a 
number of pollutants in air, called 'EU air quality standards' - Have you heard of the EU air quality standards?",1,0,1,0,0,1,"Slovenia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",2,"Yes","In general, do you think that air pollution caused by cars is …",1,0,0,0,0,1,"Slovenia","ISSP","environment","2020","1993; 2000; 2010","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",144,"Yes","Do you think the EU should propose additional measures to address air quality-related 
problems in Europe?",0,0,1,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",107,"Yes","In your opinion, which of the following are or would be the most effective ways of tackling problems of air quality",0,0,1,0,0,1,"Slovenia","Eurobarometer 97.2","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",174,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,1,0,"Slovenia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",1,"Yes","Here is a list of some different environmental problems. Which problem; if any; do you think is the most important for [COUNTRY] as a whole?",1,0,0,0,1,1,"Slovenia","ISSP","environment","2020","2010","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",147,"Yes","The European Union has developed an extensive body of legislation which establishes health 
based standards and objectives for a number of pollutants in air, called ‘EU air quality 
standards’ - Have you heard of the EU air quality standards",1,0,1,0,0,1,"Slovenia","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SVN",160,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Slovenia","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Slovenia","Slovenia","Europe & Central Asia","High income","","Slovenia",13.3
"SWE",169,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Public authorities",0,0,1,0,1,1,"Sweden","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",149,"Yes","The ‘National Emission Ceilings’ Directive of the European Parliament and the Conucil set 
ceilings for the total emissions from each country of the main air pollutants (e.g.: sulphur 
dioxide, nitrogen oxides, ammonia and volatile organic compounds). - Have you heard of National Emission Ceilings directive?",1,0,1,0,0,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",110,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Fossil-fuel based energy producers",0,0,0,0,1,1,"Sweden","Eurobarometer 97.2","air pollution","2022","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",144,"Yes","Do you think the EU should propose additional measures to address air quality-related 
problems in Europe?",0,0,1,0,0,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",134,"Yes","And then?",1,0,0,0,0,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",103,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Sweden","Eurobarometer 97.2","air pollution","2022","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",130,"Yes","Which of the following do you believe are the main threats to air quality in (OUR COUNTRY)? (MAX 3 ANSWERS)",1,0,0,0,0,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",131,"Yes","Which of the following car fuel systems do you consider the most environmentally friendly 
from an air quality perspective? Firstly?",1,0,0,0,0,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",173,"Yes","The European Union has developed an extensive body of legislation which establishes health based standards and objectives for a 
number of pollutants in air, called 'EU air quality standards' - Have you heard of the EU air quality standards?",1,0,1,0,0,1,"Sweden","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",128,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - emissions from international transport (e.g. ships and airplanes)",1,0,0,0,0,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",102,"Yes","Do you think that, over the last 10 years, the air quality in (OUR COUNTRY) has …?",1,0,0,0,0,1,"Sweden","Eurobarometer 97.2","air pollution","2022","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",114,"Yes","In your opinion, at what level should the issue of air pollution be addressed?",0,0,1,0,0,1,"Sweden","Eurobarometer 97.2","air pollution","2022","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",147,"Yes","The European Union has developed an extensive body of legislation which establishes health 
based standards and objectives for a number of pollutants in air, called ‘EU air quality 
standards’ - Have you heard of the EU air quality standards",1,0,1,0,0,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",129,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Emissions from industrial production (steel, cement, pulp and paper etc) and from fossil fuel power stations",1,0,0,0,0,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",126,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Agriculture – emissions from farms, fertilizers and burning of agricultural waste",1,0,0,0,0,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",138,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - farmers",0,0,0,0,1,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",142,"Yes","Do you agree with the ""Polluters Pays Principle""?",0,0,1,0,0,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",162,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - asthma",1,0,0,1,0,1,"Sweden","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",137,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - households",0,0,0,0,1,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",171,"Yes","In your opinion, at what level should the issue of air pollution be addressed?",0,0,1,0,0,1,"Sweden","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",174,"Yes","The existing EU air quality standards date from 2004 and 2008. They are overall not as strict as the latest recommendations by the 
World Health Organization (WHO) of 2021 on air quality - Do you believe that the existing EU air quality standards are adequate or not?",0,0,1,0,1,0,"Sweden","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",140,"Yes","In your opinion, is each of the following currently doing too much, doing about the right 
amount or not doing enough to promote good air quality in (OUR COUNTRY)? - car manufacturers",0,0,0,0,1,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",136,"Yes","In your opinion, which of the following would be the most effective ways of tackling air-related 
problems? ( MAX 3 ANSWERS)",0,0,1,0,0,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",118,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",168,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Large industrial installation",0,0,0,0,1,1,"Sweden","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",146,"Yes","What do you think should be the main priorities of this new strategy?",0,0,1,0,1,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",95,"Yes","Which statement comes closer to your own views, even if neither is exactly right? We should reduce air pollution even if it means slower economic growth, Air pollution is the price we have to pay for continued economic growth",0,0,0,0,1,1,"Sweden","Pew Global Attitudes & Trends: Spring 2021 Survey","governance","2021","2020; 2016","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",101,"Yes","How informed do you feel about air quality problems in (OUR COUNTRY)",1,0,0,0,0,1,"Sweden","Eurobarometer 97.2","air pollution","2022","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",160,"Yes","Would you say that the following consequence of air pollution is a very serious problem, a fairly serious problem, not a very serious 
problem or not a serious problem at all in (OUR COUNTRY)? - Respiratory diseases (eg. Lung diseases)",1,0,0,1,0,1,"Sweden","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",143,"Yes","In your opinion, how can air pollution challenges be best addressed?",0,0,1,0,0,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",145,"Yes","The EU is analysing the current EU air quality policy with a view to publish a new Strategy – a 
Thematic Strategy on Air Pollution – before the end of 2013. Are you aware of this?",0,0,1,0,0,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",172,"Yes","There are different ways to reduce harmful emissions into the air. In order to reduce such emissions, have you done any of the 
following in the last two years?",0,1,0,0,0,1,"Sweden","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",127,"Yes","How much impact do you think each of the following has on air quality in (OUR COUNTRY)? Does it have a large impact, a moderate impact, a little impact or no impact at all? - Emissions from cars and trucks",1,0,0,0,0,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",109,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Farmers",0,0,0,0,1,1,"Sweden","Eurobarometer 97.2","air pollution","2022","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",148,"Yes","Do you believe that the existing EU air quality standards are adequate or not",0,0,1,0,0,1,"Sweden","Flash Eurobarometer 360: Attitudes of Europeans towards air quality","air pollution","2012","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",166,"Yes","In your opinion, is each of the following currently doing too much, doing about the right amount or not doing enough to promote good 
air quality in (OUR COUNTRY)? - Farmers",0,0,0,0,1,1,"Sweden","Special Eurobarometer 524: Attitudes of Europeans towards Air Quality","air pollution","2022","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
"SWE",115,"Yes","There are different ways to reduce harmful emissions into the air. In order to reduce such emissions, have you done any of the 
following in the last two years?",0,1,0,0,0,1,"Sweden","Eurobarometer 97.2","air pollution","2022","","Sweden","Sweden","Europe & Central Asia","High income","","Sweden",5.8
