ID;Title;Authors;Abstract;Author.Keywords;Scopus.Keywords;WOS.Keywords;Perceptions;Behavior;Policy;Health;Priority;Inclusion;reader
49;Is there a stronger willingness to pay for air quality improvement with high education: new evidence from a survey in China;"Hu, L; Liao, WM";As a developing country with the largest population and serious environmental pollution in the world, China has made great efforts in air pollution. Air quality improvement depends not only on government administrative regulations but also on public support, especially how much the public is willing to pay for air quality improvement. Higher education will encourage the public to take action to improve air quality. However, the confirmation of the causality relationship between WTP and education has been missing. This study uses the Chinese General Social Survey (CGSS) to find the relationship between the two, and the conclusions are drawn: OLS regression model and instrumental variable both determine the positive influence of education level on air quality improvement WTP, and Heckman model further verifies the robustness of the conclusion. The positive influence of education level is greater in the groups of men, higher income, higher awareness of acid rain, and more air purifiers, and it has a greater impact on married people in rural areas than in urban areas. The function mechanism of education can improve residents' WTP by increasing regional GDP, promoting urbanization level, expanding afforestation areas, decreasing private car ownership and the number of newly registered civil cars, and reducing sulfur dioxide emissions, nitrogen oxides, and smoke (powder) dust. The total social and economic value of air quality improvement in China is 34.572 billion CNY to 672.42 trillion CNY.;"Air quality improvement; Willingness to pay; Education level; Instrumental variable; Compulsory education law";"Air Pollution; China; Educational Status; Environmental Pollution; Humans; Male; Quality Improvement; China; air quality; atmospheric pollution; emission control; higher education; rural area; urbanization; willingness to pay; air pollution; China; educational status; human; male; pollution; total quality management";"POLLUTION; VALUATION; EMISSIONS; HEALTH";0;0;1;0;0;1;Camille
73;MODIFICATIONS OF HEALTH BEHAVIOR IN RESPONSE TO AIR-POLLUTION NOTIFICATIONS IN COPENHAGEN;"SKOV, T; CORDTZ, T; JENSEN, LK; SAUGMAN, P; SCHMIDT, K; THEILADE, P";Ambient air quality is a major issue today in large cities all over the world. On the theoretical background of the health belief model and the health locus of control model, we studied the knowledge and beliefs about air pollution and the modifications of health behaviour brought about by information to the public about projected levels of air pollution, with special emphasis on reduction of outdoor activity and avoidance of car driving. Data were collected with a questionnaire among a sample of residents in the Copenhagen area. The respondents were almost universally knowledgeable about the prime emission source and concerned about the possible health effects of the air pollution in the area. Avoidance of outdoor activity was associated with personal experiences of symptoms ascribed to the air pollution, employment status, and with female sex, but not with knowledge or beliefs about the degree or health implications of the air pollution. The willingness to avoid car driving was positively associated with the belief that one can oneself influence one's health and with female sex. Lung diseased respondents were generally more prone to protect themselves than the healthy, both by avoiding outdoor activity and by being less willing to avoid car driving. The present study was conducted in an only moderately polluted city, and it is not clear whether the findings and conclusions can be generalized to more polluted cities. The study partly supported the underlying theories of the determinants of health behaviour, but also indicated a need for a broader theoretical framework, incorporating aspects of the respondents' life situation and personal experience which would be relevant to the specific type of health behaviour under study.;"AIR POLLUTION; HEALTH BEHAVIOR; TRAFFIC INTENSITY; MOTOR VEHICLE EXHAUST; OUTDOOR ACTIVITY; HEALTH BELIEF MODEL; HEALTH LOCUS OF CONTROL";"Adult; Aged; Air Pollution; Automobile Driving; Denmark; Environmental Monitoring; Female; Health Behavior; Human; Knowledge, Attitudes, Practice; Lung Diseases; Male; Middle Age; Questionnaires; Support, Non-U.S. Gov't; Vehicle Emissions; Denmark, Copenhagen; air pollution; automobile pollution; health behaviour; outdoor activity; pollution notification; questionnaire data; survey data; theoretical framework; urban area; adult; aged; air pollution; air quality; ambient air; article; behavior; car driving; denmark; experience; health; health status; human; lung disease; major clinical study; motor vehicle; pollution; questionnaire; smog";;1;1;0;1;0;1;Camille
129;Integrating travel behavior with land use regression to estimate dynamic air pollution exposure in Hong Kong;"Tang, R; Tian, LW; Thach, TQ; Tsui, TH; Brauer, M; Lee, M; Allen, R; Yuchi, W; Lai, PC; Wong, P; Barratt, B";Background: Epidemiological studies typically use subjects' residential address to estimate individuals' air pollution exposure. However, in reality this exposure is rarely static as people move from home to work/study locations and commute during the day. Integrating mobility and time-activity data may reduce errors and biases, thereby improving estimates of health risks. Objectives: To incorporate land use regression with movement and building infiltration data to estimate time-weighted air pollution exposures stratified by age, sex, and employment status for population subgroups in Hong Kong. Methods: A large population-representative survey (N = 89,385) was used to characterize travel behavior, and derive time-activity pattern for each subject. Infiltration factors calculated from indoor/outdoor monitoring campaigns were used to estimate micro-environmental concentrations. We evaluated dynamic and static (residential location-only) exposures in a staged modeling approach to quantify effects of each component. Results: Higher levels of exposures were found for working adults and students due to increased mobility. Compared to subjects aged 65 or older, exposures to PM2.5, BC, and NO2 were 13%, 39% and 14% higher, respectively for subjects aged below 18, and 3%, 18% and 11% higher, respectively for working adults. Exposures of females were approximately 4% lower than those of males. Dynamic exposures were around 20% lower than ambient exposures at residential addresses. Conclusions: The incorporation of infiltration and mobility increased heterogeneity in population exposure and allowed identification of highly exposed groups. The use of ambient concentrations may lead to exposure misclassification which introduces bias, resulting in lower effect estimates than 'true' exposures.;"Air pollution; Dynamic exposure; Land use regression; Exposure assessment; Travel behavior; Time-activity";"Aged; Air Pollutants; Air Pollution; Environmental Exposure; Female; Hong Kong; Humans; Male; Middle Aged; Travel; China; Hong Kong; Air pollution; Health risks; Housing; Population statistics; Air pollution exposures; Dynamic exposure; Environmental concentration; Epidemiological studies; Exposure assessment; Exposure misclassification; Land use regression; Travel behaviors; assessment method; atmospheric pollution; estimation method; health risk; land use; pollution exposure; survey; travel behavior; adult; age; aged; air monitoring; air pollution; ambient air; Article; building; employment status; environmental exposure; female; Hong Kong; human; land use; male; particulate matter; population research; priority journal; residential area; sex; sex difference; travel; air pollutant; air pollution; analysis; middle aged; statistics and numerical data; Land use";"PERSONAL EXPOSURE; PARTICULATE MATTER; NITROGEN-DIOXIDE; HEALTH IMPACT; OUTDOOR; POLLUTANTS; AMBIENT; PM2.5; INDOOR; HETEROGENEITY";0;0;0;0;0;0;Camille
131;Exposure and perception of PM2.5 pollution on the mental stress of pregnant women;"Li J.; Huang L.; Han B.; van der Kuijp T.J.; Xia Y.; Chen K.";Prenatal exposure to ambient PM2.5 has been proved to be related to pregnant women's physical health and birth outcomes. However, the damage from air pollution on pregnant women's mental health has not been fully discussed. A case-control study was conducted to evaluate the effects of PM2.5 exposure and risk perception on the mental stress of pregnant women. A total of 605 pregnant women, including 403 high symptoms of stress cases and 202 matched controls, were recruited from January 2018 to December 2018 in Nanjing, among which 313 high symptoms of stress cases and 144 matched controls were included in the analysis. Meaningfully high symptoms of anxiety were defined with a score of 6 points or greater on the phobic anxiety subscale of the Crown-Crisp index. We found that the PM2.5 effect perceived by the case group was significantly higher than the control group, and the PM2.5 exposure of the case group was also significantly higher than that of the control group. Binary logistic regression showed that for each increase in unit of PM2.5 exposure, the risk of pregnant women suffering from high mental stress increased by 13.76% (95 %CI: 8.26–19.53%). Through path analysis modeling, we found that in the case group, perceived indoor attributions not only had a direct impact on mental stress (p < 0.001), but also played a key mediating role in the impact of average daily dose of PM2.5 on mental stress (p < 0.001). The high level of mental stress is not only affected by objective exposure, but also by subjective perceptions in the case group. Considering the significant effect of PM2.5 exposure on mental stress, pregnant women are recommended to spend appropriate amounts of time outdoors during clean air days. In addition, the mediating role of risk perception cannot be ignored. It is necessary to reassure pregnant women not to become overly concerned about the risk of PM2.5 pollution and reduce their psychological burden. © 2021 The Authors;"Mental stress; PM<sub>2.5</sub>; Pregnant women; Risk perception";"Air Pollutants; Air Pollution; Case-Control Studies; Environmental Exposure; Female; Humans; Particulate Matter; Perception; Pregnancy; Pregnant Women; China; Jiangsu; Nanjing [Jiangsu]; Pollution control; Regression analysis; Ambients; Control groups; Matched controls; Mediating roles; Mental health; Mental stress; Physical health; PM$-2.5$; Pregnant woman; Prenatal exposure; mental health; particulate matter; pollution exposure; pregnancy; risk perception; symptom; womens health; adult; air pollution; anxiety; Article; Beck Anxiety Inventory; breathing rate; case control study; confirmatory factor analysis; controlled study; depression; disease simulation; environmental exposure; environmental factor; exploratory factor analysis; female; headache; human; indoor air pollution; interview; job stress; Likert scale; major clinical study; mental health; mental stress; oxidative stress; particulate matter 2.5; path analysis; perception; phobia; physical activity; PM2.5 exposure; pollution; pregnancy; pregnancy outcome; pregnant woman; questionnaire; risk factor; risk perception; sleep disordered breathing; smoking; work environment; adverse event; air pollutant; air pollution; particulate matter; perception; pregnant woman; Risk perception";;1;0;0;1;0;1;Camille
143;Influence of travel behaviour and daily mobility on exposure to traffic-related air pollution;"Shekarrizfard, M; Minet, L; Miller, E; Yusuf, B; Weichenthal, S; Hatzopoulou, M";This study evaluates the daily exposure of urban residents across various commuting modes and destinations by intersecting data from a travel survey with exposure surfaces for ultrafine particles and black carbon, in Toronto, Canada. We demonstrate that exposure misclassification is bound to arise when we approximate daily exposure with the concentration at the home location. We also identify potential inequities in the distribution of exposure to traffic-related air pollution whereby those who are mostly responsible for the generation of traffic-related air pollution (drivers and passengers) are exposed the least while active commuters and transit riders, are exposed the most.;"Traffic; Air pollution; Exposure; Mobility; Land-use regression; Ultrafine particles; Black carbon";"Air Pollutants; Air Pollution; Canada; Environmental Exposure; Particulate Matter; Soot; Vehicle Emissions; Canada; Ontario [Canada]; Toronto; black carbon; atmospheric pollution; black carbon; concentration (composition); land use; pollution exposure; regression analysis; traffic emission; adult; Article; Canada; clinical evaluation; cohort analysis; comparative study; driver; dust exposure; environmental exposure; exhaust gas; female; home; human; male; middle aged; mobilization; particulate matter; priority journal; toxic concentration; traffic pollution; travel; urban population; air pollutant; air pollution; analysis; environmental exposure; exhaust gas; soot; toxicity";HEALTH;0;0;0;0;0;0;Camille
167;The public perceptions and willingness to pay: from the perspective of the smog crisis in China;"Sun, CW; Yuan, X; Xu, ML";The deteriorating air quality, which is linked to human actions related to energy resources, has become an urgent global problem. China's air pollution has reached the hazardous level since 2000s. In consideration of the serious health and social problems, residential demand for clean air is increasing. This paper applies the Contingent Valuation method to estimate public's willingness to pay (WTP) for reducing air pollution in the urban area of China. Open-ended scenarios through face-to-face surveys are used to elicit public's WTP. The Two-Part model is employed for the estimation: the probit model is used to estimate the probability of respondents who have positive WTP values, and the interval regression model is employed to estimate the specific WTP level of those with nonzero WTP values. The results show that nearly 90% of the respondents are willing to pay for reducing air pollution, and the average amount of WTP per individual is 382.6RMB per year. Household income is found to be positively correlated with people's WTP, and those who trust the government are more willing to share the cost of reducing air pollution. This study recommends designing some effective mechanisms to tap the potentially available source of money for smog mitigation and improving the transparency of smog governance to enhance the government credibility as solutions to cope with smog crisis. (C) 2015 Elsevier Ltd. All rights reserved.;"Smog crisis; Public perceptions; Willingness to pay; Contingent valuation method";"Air quality; Economic analysis; Economic and social effects; Economics; Energy resources; Pollution; Regression analysis; Resource valuation; Smoke; Contingent valuation methods; Effective mechanisms; Global problems; Household income; Interval regression; Public perception; Smog crisis; Willingness to pay; Air pollution";"CONTINGENT VALUATION METHOD; AIR-POLLUTION; NUCLEAR-POWER; HEALTH; QUALITY; BENEFITS";1;0;1;0;0;1;Camille
171;Air quality, human behavior and urban park visit: A case study in Beijing;"Jiang, YQ; Huang, GL; Fisher, B";Parks provide critical ecosystem services to urban residents. Many of these services can only be realized when people visit parks. Particulate matter exposure poses negative health impacts and may turn the health benefits brought by park visits into health risks. This tradeoff relationship is heavily moderated by how individuals behave under varying ambient air quality conditions. While there is a growing evidence base regarding the benefits brought by urban parks, little is known about how people adjust their park visitation to air pollution. Here we use two approaches to understand if air quality affects urban park visits in Beijing: a stated preference survey on social media and a year-long faceto-face survey in a neighborhood park. Quantile regression and ANOVA analysis were used. We found particulate pollution has a negative impact on the maximum number of visits a park may receive. A significant drop occurred when the pollution level changed from moderate to heavy pollution. Therefore, the ecosystem services provided by parks are not fully realized due to the reduced number of visits caused by air pollution. Second, regardless of how poor air quality is, a proportion of people (41-64%) put themselves at exposure risk to enjoy the benefits brought by parks. Third, the inconsistency between behavior and intention signals people are less protected from the potential adverse health impacts of poor air quality than they think. Future study should look into what factors may cause the divergence between people's intentions and behaviors. Understandings on this issue will contribute to design better guidance and incentives to reduce the adverse health cost of air pollution exposure from park visitation. (C) 2019 Elsevier Ltd. All rights reserved.;;"Air navigation; Air quality; Ecosystems; Health; Health risks; Particles (particulate matter); Pollution control; Surveys; Air pollution exposures; Ambient air quality; Ecosystem services; Particulate Matter; Particulate pollution; Quantile regression; Stated preference surveys; Trade-off relationship; Behavioral research";"GREEN SPACE; PHYSICAL-ACTIVITY; GLOBAL BURDEN; POLLUTION; REGRESSION; EXPOSURE; IMPROVE; DISEASE; DEMAND; CHINA";1;1;0;0;0;1;Camille
174;Roles of socio-physical environments on air quality control policy with respect to knowledge, attitude and intention;"Nguyen, KLP; Chuang, YH; Yu, RF; Chen, CY; Chen, HW";Human behavior altered in different socioeconomic conditions is the main contributor to deteriorating air quality, therefore changing the behavior is the goal of air policies. In this study, we propose an integrated framework to figure out the roles of socio-physical environments in promoting air quality control policies through behavioral perspectives. The study selects Changhua County in Central Taiwan, composed of 26 cities and townships, as a case study to investigate the impacts of social and economic factors and the air quality on individual's knowledge, attitude and behavioral intention. The socioeconomic and environmental factors are collected from Taiwanese official information, while the knowledge, attitude, and intention toward the policies are obtained through questionnaires. Subsequently, multivariate analysis techniques including principal component analysis and redundancy analysis are utilized to simultaneously identify the causal relationships between socio-physical environments and the knowledge, attitude, and intention in different townships. Our findings suggest that individual's knowledge, attitude, and intention toward the air polices cannot be raised simply in commensurate with the growth of the economy and the deterioration of air quality. Indeed, people living in highly urbanized regions and being well-educated, particularly in Changhua City, are less willing to take actions for air quality improvement although they are susceptible to environmental risks. On the contrary, people close to nature have more environmental knowledge, positive attitudes and more intentions to improve the air quality. The finding results will be beneficial to authorities in each city/township to organize environmental education plans corresponding to their socioeconomic conditions and behavioral patterns. (C) 2021 Elsevier Ltd. All rights reserved.;"Redundancy analysis; Air quality control policy; Social and economic context; Determinants of health; VOCs; Pro-environmental behavior";"Air quality; Behavioral research; Deterioration; Economics; Multivariant analysis; Surveys; Air quality improvement; Environmental education; Environmental factors; Environmental knowledge; Integrated frameworks; Multivariate analysis techniques; Socio-economic conditions; Socio-physical environment; Quality control";;1;1;1;0;0;1;Camille
190;The role of personal air pollution sensors and smartphone technology in changing travel behaviour;"Haddad, H; de Nazelle, A";Exposure to air pollution is affected by human behaviour, and has consequences for individual and collective health. One way to lessen the health effects of air pollution is to change personal travel behaviour with the help of new information, communication and sensing technologies. Our social research tracked the experiences of participants, air quality and technology enthusiasts, based in London who financially contributed to participate in an early-stage technical trial of a new air pollution sensor and app providing individuals with air pollution information (specifically levels of NO2 and VOCs). This paper reports the results of a before and after survey (returning respondents n=22) and 12 in-depth interviews with individuals who took part in the beta test of the sensor and phone app. The survey results show that travel-related behaviours and attitudes relevant to air pollution did not change after using the technology. In contrast, expectations of technology performance and the extent it would influence behaviours were significantly lower after the trial than before. Further exploration during semi-structured interviews found that the participants, given their already high level of engagement with the topic, felt the capacity for immediate individual behaviour change was limited. As well as time and practical constraints, most people in this sample felt they were already doing what they could to avoid high levels of air pollution in their daily lives. Despite this, they had some recommendations to improve the app, such as the inclusion of real-time and historic maps, and the ability to make self and other comparisons. Overwhelmingly, people saw a broader role for the technology to engage the public with air pollution through raising awareness, and harnessing citizen science to collect diverse reliable data to inform policy and influence local policymakers to reduce air pollution levels.;;;"PLANNED BEHAVIOR; CITIZEN SCIENCE; SELF-IDENTITY; CONSERVATION; MODELS; IMPACT; TOOL";1;1;1;0;0;1;Camille
224;An assessment of perceptions of air quality surrounding the implementation of a traffic-reduction measure in a local urban environment;"Schmitz, S; Weiand, L; Becker, S; Niehoff, N; Schwartzbach, F; von Schneidemesser, E";Poor air quality remains a major environmental and health risk in Europe, despite improvements over the last few decades. Consistent exceedances of the nitrogen dioxide air quality limit values at a roadside monitoring station in Potsdam, owing to heavy local and commuter individual motorized traffic, prompted the city administration to implement a trial traffic measure aimed at reducing motorized traffic to improve air quality. This study analysed data (n = 3553) from a questionnaire carried out prior to the implementation of the trial traffic measure. This research provides a case-study to contribute to the understanding of general determinants of air quality perceptions, and policy-relevant information regarding how citizens perceive air quality in the context of a 'hard' policy measure. A subset of variables was used to build an ordinal logistic regression model to assess the explanatory power for air quality perceptions. Gender, perceived health status, level of concern for air quality, level of concern for climate change, and the desire for greater access to information regarding air quality were factors found to be significant in their explanatory power of perceptions of air quality. The results are discussed in the broader policy context of attempts to improve air quality in urban environments.;"Air quality; Perception; Sustainable urban transport; Spatial analysis; Local; Transdisciplinary";"Climate change; Health risks; Nitrogen oxides; Regression analysis; Sensory perception; Urban planning; Urban transportation; Environmental and health risks; Local; Ordinal logistic regression; Quality perceptions; Roadside monitoring station; Spatial analysis; Transdisciplinary; Urban transport; Air quality";"POLLUTION; HEALTH; BEHAVIOR";1;0;1;0;0;1;Camille
251;"The Role of Air Pollutants for Health: A Reply to the Expert Opinion of the International Society for Environmental Epidemiology (ISEE) and the European Respiratory Society (ERS); [Die Rolle der Luftschadstoffe für die Gesundheit: Eine Replik auf die Expertise der Internationalen Gesellschaft für Umweltepidemiologie (ISEE) und der European Respiratory Society (ERS)]";"Köhler D.; Hetzel M.; Klingner M.; Koch T.; Ewig S.; Becher G.; Lindemann H.; Voshaar T.; Costabel U.";[No abstract available];;"air pollutant; Article; health; human; medical society; priority journal";;0;0;0;0;0;0;Camille
255;Exposure to online news about air pollution and public trust in regulators in China: a moderated mediation analysis of perceived risk and perceived news credibility;Huang, Q;Public trust in regulators is critical to the effective management of environmental risks. This study proposes a model to explicate how people's online news exposure, perceived risk, and perceived news credibility influence their trust in regulators concerning the issue of air pollution in China. An online survey showed that perceived risk fully mediated the relationship between online news exposure and trust in regulators. Through moderating the association between online news exposure and perceived risk, perceived news credibility also moderated the indirect effect: the negative indirect effect of online news exposure on trust in regulators via perceived risk was stronger when the level of perceived news credibility was high than when it was low. The results suggest that online news that attempts to make the public more conscious of air pollution hazards reduces public trust in regulators, especially when people perceive the news as highly credible. News media are supposed to inform the public of the issue and thus help air pollution management. However, the findings alert us that the amplification of public risk perception resulting from frequent online news exposure and the subsequent decline in public trust in regulators might impede the effective regulation of air pollution.;"Online news exposure; perceived risk; perceived news credibility; trust in regulators; air pollution";;;1;0;1;0;0;1;Camille
289;Ambient air pollution perception and coping behaviour among hikers;Wang, WC;Air pollution is becoming a global issue affecting many places around the world. In recent years, issues regarding air quality, leisure-time physical activity and tourists' behavioural intentions have been of considerable concern. This study aims to explore the impact of air pollution on hikers' hiking behaviour based on the stress coping theory and also examine the differences of hikers from two locations within different air quality. On-site questionnaire survey was conducted to understand hikers' perceptions of air pollution, stress induced by air pollution, and coping behaviours. Overall, 400 questionnaires were completed, of which 336 were valid. Results of independent t-test indicated that although the air quality of Xiangshan was better than Shoushan for long periods of time, Xiangshan hikers were more likely to use absolute substitution than Shoushan hikers when facing air pollution. Moreover, based on the results of the regression analysis, perception of air pollution and stress associated with air pollution were determined to be correlated with coping behaviours. Behavioural coping strategies rather than cognitive coping strategies were employed when hikers encountered air pollution. Finally, managerial implications and suggestions for future research were proposed based on the results.;"Outdoor recreation; air quality; coping strategy; hiking; tourists";"China; Jiangxi; Xiangshan; air quality; ambient air; atmospheric pollution; perception; questionnaire survey; tourist behavior";"TIME PHYSICAL INACTIVITY; OUTDOOR RECREATION; ASSOCIATION; SUBSTITUTABILITY; SUBSTITUTION; TOURISM; QUALITY; ANGLERS; ALERTS; HEALTH";1;1;0;0;0;1;Camille
302;When Do Governments Support Common Goods for Health? Four Cases on Surveillance, Traffic Congestion, Road Safety, and Air Pollution;"Bump, JB; Reddiar, SK; Soucat, A";Common goods such as air, water, climate, and other resources shared by all humanity are under increasing pressure from growing population and advancing globalization of the world economy. Safeguarding these resources is generally considered a government responsibility, as common goods are vulnerable to market failure. However, governments do not always fulfill this role, and face many challenges in doing so. This observation-that governments only sometimes address common goods problems-informs the central question of this paper: when do governments act in support of common goods? We structure our inquiry using a framework derived from three theories of agenda setting, emphasizing problem perception, the role of actors and collective action patterns, strategies and policies, and catalyzing circumstances. We used a poll of experts to identify important common goods for health: disease surveillance, environmental protection, and accountability. We then chose four historical cases for analysis: the establishment of the Epidemic Intelligence Service in the US, transport planning in London, road safety in Argentina, and air quality control in urban India. Our analysis of the collective evidence of these cases suggests that decisions to advance government action on common goods require a concisely articulated problem, a well-defined strategy for addressing the problem, and leadership backed by at least a few important groups willing to cooperate. Our cases reveal a variety of collective action patterns, suggesting that there are many routes to success. We consider that the timing of an intervention in support of common goods depends on favorable circumstances, which can include a catalyzing event but does not necessarily require one.;"collective action; common goods; global health history; government failure; public health";"Air Pollution; Argentina; Government Programs; Humans; India; London; Population Surveillance; Safety; Social Justice; United States; adverse event; air pollution; Argentina; England; government; health survey; human; India; legislation and jurisprudence; procedures; safety; social justice; United States";"DISEASE; TIME; EPIDEMIC; FAILURE";0;0;1;0;1;1;Camille
305;Singapore's willingness to pay for mitigation of transboundary forest-fire haze from Indonesia;"Lin, Y; Wijedasa, LS; Chisholm, RA";Haze pollution over the past four decades in Southeast Asia is mainly a result of forest and peatland fires in Indonesia. The economic impacts of haze include adverse health effects and disruption to transport and tourism. Previous studies have used a variety of approaches to assess the economic impacts of haze and the forest fires more generally. But no study has used contingent valuation to assess non-market impacts of haze on individuals. Here we apply contingent valuation to estimate impacts of haze on Singapore, one of most severely affected countries. We used a double-bounded dichotomous-choice survey design and the Kaplan-Meier-Turnbull method to infer the distribution of Singaporeans' willingness to pay (WTP) for haze mitigation. Our estimate of mean individual WTP was 0.97% of annual income (n = 390). To calculate total national WTP, we stratified by income, the demographic variable most strongly related to individual WTP. The total WTP estimate was $643.5 million per year (95% CI [$527.7 million, $765.0 million]). This estimate is comparable in magnitude to previously estimated impacts of Indonesia's fires and also to the estimated costs of peatland protection and restoration. We recommend that our results be incorporated into future cost-benefit analyses of the fires and mitigation strategies.;"willingness to pay; haze; Indonesian forest fires; peatlands; contingent valuation";"Indonesia; Singapore [Southeast Asia]; Deforestation; Economic analysis; Economic and social effects; Fire hazards; Fires; Resource valuation; Wetlands; Contingent valuations; Forest fires; haze; Peat land; Willingness to pay; contingent valuation; cost analysis; cost-benefit analysis; economic impact; environmental economics; environmental protection; forest fire; haze; peatland; survey design; transboundary pollution; willingness to pay; Cost benefit analysis";"CENTRAL KALIMANTAN; AIR-POLLUTION; SOUTHEAST-ASIA; PEAT FIRES; SMOKE HAZE; QUALITY; MORTALITY";0;0;1;0;0;1;Camille
309;Public perceptions of air pollution and its health impacts in Greater Kuala Lumpur;"Chang, FJ; Ashfold, MJ";"Air pollution is a globally pervasive health hazard but the risks it poses can be overlooked by the public. To explore the significance of this problem in Greater Kuala Lumpur (KL), Malaysia, we conducted a survey of the public (n = 165). We found (1) an appreciation for the importance of motor vehicles as a source of air pollution; (2) little reported engagement with the official Air Pollution Index (API); (3) a lack of awareness of the long-term health effects of air pollution and (4) reports of a substantial impact of air pollution on day-to-day life. While our survey sample is not representative of the population of Greater KL, our findings are broadly consistent with those of others and underscore a need for improved communication to the public of risks posed by air pollution. Tightened standards underlying the Malaysian API and improved dissemination of real-time air quality updates may be important opportunities to achieve this.";"air pollution; public perception; health risk; Malaysia; Greater Kuala Lumpur";;;1;0;0;0;0;1;Camille
369;RETRACTED: Nationwide response to air pollution: Environmental behavior model based on self-identity and social identity process (Retracted Article);"Huang, LP; Ou, J; Gao, J";Environmental problems such as air pollution are global, and are created by human collective behavior. Accordingly, their remedies call for residents to transform their Pro-environmental behavior (PEB) from individual level to collective level. Based on the perspective of self-identity process and social identity process, this research proposes a comprehensive model by integrating elements from theory of planned behavior (TPB), self-identity theory and social identity theory. To assess the model, we have designed questionnaire and collected the survey data using Questionnaire Star (a professional data platform in China). The data were analyzed using both structural equation model (AMOS) and regression analysis (SPSS). It is found that there exist interactions between individual and collective factors, and their positive influence on PEB of the individuals with varying strengths. The broader view of the model can enhance our understanding regarding the intricate internal structure of ecological behavior, and it can also offer valuable reference when formulating environmental policies and education strategies.;"Self-identity process; social identity process; individual Pro-environmental behavior; collective Pro-environmental behavior";;"COLLECTIVE EFFICACY; GREEN; ANTECEDENTS; INTENTIONS; AGENCY";0;0;0;0;0;0;Camille
414;Associations between Parents' Perceived Air Quality in Homes and Health among Children in Nanjing, China;"Qian, H; Zheng, XH; Zhang, M; Weschler, L; Sundell, J";The increasing prevalence of respiratory diseases in Chinese children has focused attention on indoor environmental quality. We investigated associations between perceived air quality in domestic environments and children's allergic diseases with a questionnaire survey study. A total of 4017 children aged 1-8 years old from 23 kindergartens in urban, suburban and industrial areas in Nanjing were randomly recruited for this study. Parents' perceived odors, including stuffy odor, unpleasant odor, pungent odor, moldy odor, humid air and dry air were found to be associated with asthma, wheeze, dry cough and rhinitis (P < 0.05). Both perceived dry and humid air were found to be positively associated with dampness indices, and we present evidence that the sensation of dryness may not be due to the actual indoor relative humidity, but rather to indoor air irritants. Parents' perception of odors and relative humidity may be indicators of environment pollutants, which are likely the real factors associated with children's allergic diseases.;;"Air Pollution, Indoor; Child; Child, Preschool; China; Female; Health Status; Humans; Humidity; Hypersensitivity; Infant; Male; Odorants; Parents; Perception; Prevalence; Surveys and Questionnaires; fragrance; air pollutant; air quality; Article; asthma; child; child health; China; controlled study; coughing; dry mass; female; home environment; human; humidity; industrial area; male; odor; respiratory tract allergy; rhinitis; urban area; wheezing; child; health status; hypersensitivity; indoor air pollution; infant; parent; perception; preschool child; prevalence; psychology; questionnaire";"ENVIRONMENTAL TOBACCO-SMOKE; INDOOR-AIR; ALLERGIC SYMPTOMS; BUILDING CHARACTERISTICS; RESPIRATORY HEALTH; VENTILATION RATES; VOC EMISSIONS; BIRTH-COHORT; HOUSE-DUST; ASTHMA";1;0;0;1;0;1;Camille
453;UNINTENDED BENEFITS: LEADERSHIP SKILLS AND BEHAVIORAL CHANGE AMONG GUATEMALAN FIELDWORKERS EMPLOYED IN A LONGITUDINAL HOUSEHOLD AIR POLLUTION STUDY;"Kuo, D; Thompson, LM; Lee, A; Romero, C; Smith, KR";The RESPIRE and CRECER studies measured the effects of reduced household air pollution (HAP) from wood-fired cookstoves on respiratory health in rural highland Guatemala. This article examines behavior change and leadership skill development in local community members who were hired as fieldworkers to assist with research. Fieldworkers administered household questionnaires, shared functions similar to community health workers, and bridged health resources to communities. A mixed-methods design for data collection (in-depth interviews, focus groups, impact drawings, knowledge questionnaire, and retrospective pre-test) was used. Purposive sampling included 10 fieldworkers and 13 local service providers. Fieldworkers showed an increase in knowledge, positive attitudes, and practices around HAP. They developed new technical, interpersonal, and leadership skills. Fieldworkers played a crucial role in building confianza (trust) with the community, bridging resources, and improving outside researchers' relationships with locals. Recommendations for future researchers include inclusion of additional training courses and adoption of community participatory approaches.;;"Adult; Air Pollution, Indoor; Carbon Monoxide; Community Health Workers; Cooking; Female; Guatemala; Health Knowledge, Attitudes, Practice; Health Promotion; Humans; Leadership; Longitudinal Studies; Male; Middle Aged; Power (Psychology); Research Personnel; Steam Bath; carbon monoxide; adult; article; attitude to health; behavior; cooking; female; Guatemala; health auxiliary; health promotion; human; indoor air pollution; leadership; longitudinal study; male; middle aged; personnel; sauna";"COMMUNITY-HEALTH WORKERS; PARTICIPATORY RESEARCH; ENVIRONMENTAL JUSTICE; RESPIRATORY SYMPTOMS; EMPOWERMENT THEORY; WOMEN; YOUTH; EDUCATION; EXPOSURE; CHILDREN";1;1;0;1;0;1;Camille
